surface,id,capability,scope,headless_mapping,coverage,decision,remains_in_adtk,upstream_value,credit_path,priority,effort,evidence,constraint,next_validation,source
Headless MCP tool,get_dataset_sample,"Get Dataset Sample — Ground incidents with schema, metrics and bounded samples",Agent capability,"No dedicated current ADTK agent tool; ground incidents with schema, metrics and bounded samples",New capability,Add selectively,"ADTK host/identity adapter, schemas, output limits, lifecycle and policy controls",Already upstream,No Cobuild inference guaranteed by this tool,P1,Medium,Source inspected; not exercised live,DSS permissions and object-level output parity must be checked; bound and redact data entering inference,Prove useful task outcome under intended customer identity; verify usage separately for Cobuild,https://github.com/dataiku/dataiku-headless/blob/9d7f6cc29a9406f347708c8811b5689ab257c6c8/dataiku_mcp/tools/datasets.py
Headless MCP tool,get_evaluation_store_details,Get Evaluation Store Details — Inspect evaluation coverage for agents/models,Agent capability,No dedicated current ADTK agent tool; inspect evaluation coverage for agents/models,New capability,Add selectively,"ADTK host/identity adapter, schemas, output limits, lifecycle and policy controls",Already upstream,No Cobuild inference guaranteed by this tool,P1,Medium,Source inspected; not exercised live,DSS permissions and object-level output parity must be checked,Prove useful task outcome under intended customer identity; verify usage separately for Cobuild,https://github.com/dataiku/dataiku-headless/blob/9d7f6cc29a9406f347708c8811b5689ab257c6c8/dataiku_mcp/tools/evaluation_stores.py
Headless MCP tool,get_flow_graph,Get Flow Graph — Dependency graph and impact analysis,Agent capability,config domain:connections-usage; config domain:datasets,Partial overlap,Reuse with adapter,"ADTK host/identity adapter, schemas, output limits, lifecycle and policy controls",Already upstream,No Cobuild inference guaranteed by this tool,P1,Medium,Live read succeeded; see evidence JSON (admin and/or non-admin scope differs),DSS permissions and object-level output parity must be checked,Prove useful task outcome under intended customer identity; verify usage separately for Cobuild,https://github.com/dataiku/dataiku-headless/blob/9d7f6cc29a9406f347708c8811b5689ab257c6c8/dataiku_mcp/tools/flow.py
Headless MCP tool,get_flow_object_metadata,Get Flow Object Metadata — Dependency graph and impact analysis,Agent capability,No dedicated current ADTK agent tool; dependency graph and impact analysis,New capability,Add selectively,"ADTK host/identity adapter, schemas, output limits, lifecycle and policy controls",Already upstream,No Cobuild inference guaranteed by this tool,P1,Medium,Source inspected; not exercised live,DSS permissions and object-level output parity must be checked,Prove useful task outcome under intended customer identity; verify usage separately for Cobuild,https://github.com/dataiku/dataiku-headless/blob/9d7f6cc29a9406f347708c8811b5689ab257c6c8/dataiku_mcp/tools/flow.py
Headless MCP tool,get_future_status,Get Future Status — Job-level troubleshooting and verified execution,Agent capability,No dedicated current ADTK agent tool; job-level troubleshooting and verified execution,New capability,Add selectively,"ADTK host/identity adapter, schemas, output limits, lifecycle and policy controls",Already upstream,No Cobuild inference guaranteed by this tool,P1,Medium,Source inspected; not exercised live,DSS permissions and object-level output parity must be checked,Prove useful task outcome under intended customer identity; verify usage separately for Cobuild,https://github.com/dataiku/dataiku-headless/blob/9d7f6cc29a9406f347708c8811b5689ab257c6c8/dataiku_mcp/tools/jobs.py
Headless MCP tool,get_insight_settings,Get Insight Settings — Inspect downstream insight configuration,Agent capability,No dedicated current ADTK agent tool; inspect downstream insight configuration,New capability,Add selectively,"ADTK host/identity adapter, schemas, output limits, lifecycle and policy controls",Already upstream,No Cobuild inference guaranteed by this tool,P2,Medium,Source inspected; not exercised live,DSS permissions and object-level output parity must be checked,Prove useful task outcome under intended customer identity; verify usage separately for Cobuild,https://github.com/dataiku/dataiku-headless/blob/9d7f6cc29a9406f347708c8811b5689ab257c6c8/dataiku_mcp/tools/insights.py
Headless MCP tool,get_job_log,Get Job Log — Job-level troubleshooting and verified execution,Agent capability,tool:log_errors; tool:log_tail; config domain:jobs,Partial overlap,Reuse with adapter,"ADTK host/identity adapter, schemas, output limits, lifecycle and policy controls",Already upstream,No Cobuild inference guaranteed by this tool,P1,Medium,Source inspected; not exercised live,DSS permissions and object-level output parity must be checked; bound and redact data entering inference,Prove useful task outcome under intended customer identity; verify usage separately for Cobuild,https://github.com/dataiku/dataiku-headless/blob/9d7f6cc29a9406f347708c8811b5689ab257c6c8/dataiku_mcp/tools/jobs.py
Headless MCP tool,get_job_status,Get Job Status — Job-level troubleshooting and verified execution,Agent capability,config domain:jobs,Partial overlap,Reuse with adapter,"ADTK host/identity adapter, schemas, output limits, lifecycle and policy controls",Already upstream,No Cobuild inference guaranteed by this tool,P1,Medium,Source inspected; not exercised live,DSS permissions and object-level output parity must be checked,Prove useful task outcome under intended customer identity; verify usage separately for Cobuild,https://github.com/dataiku/dataiku-headless/blob/9d7f6cc29a9406f347708c8811b5689ab257c6c8/dataiku_mcp/tools/jobs.py
Headless MCP tool,get_knowledge_bank_settings,Get Knowledge Bank Settings — Agent dependency and retrieval troubleshooting,Agent capability,No dedicated current ADTK agent tool; agent dependency and retrieval troubleshooting,New capability,Add selectively,"ADTK host/identity adapter, schemas, output limits, lifecycle and policy controls",Already upstream,No Cobuild inference guaranteed by this tool,P1,Medium,Source inspected; not exercised live,DSS permissions and object-level output parity must be checked,Prove useful task outcome under intended customer identity; verify usage separately for Cobuild,https://github.com/dataiku/dataiku-headless/blob/9d7f6cc29a9406f347708c8811b5689ab257c6c8/dataiku_mcp/tools/llms_and_knowledge_banks.py
Headless MCP tool,get_licensing_status,Get Licensing Status — License visibility and seat capacity,Agent capability,config domain:adoption; curated read:users-churn,Partial overlap,Reuse with adapter,"ADTK host/identity adapter, schemas, output limits, lifecycle and policy controls",Already upstream,No Cobuild inference guaranteed by this tool,P1,Medium,Live success as akaos admin; refused as TAM non-admin,DSS permissions and object-level output parity must be checked,Prove useful task outcome under intended customer identity; verify usage separately for Cobuild,https://github.com/dataiku/dataiku-headless/blob/9d7f6cc29a9406f347708c8811b5689ab257c6c8/dataiku_mcp/tools/licensing.py
Headless MCP tool,get_llm_info,Get LLM Info — Agent dependency and retrieval troubleshooting,Agent capability,config domain:llms; curated read:llm-audit,Partial overlap,Reuse with adapter,"ADTK host/identity adapter, schemas, output limits, lifecycle and policy controls",Already upstream,No Cobuild inference guaranteed by this tool,P1,Medium,Source inspected; not exercised live,DSS permissions and object-level output parity must be checked,Prove useful task outcome under intended customer identity; verify usage separately for Cobuild,https://github.com/dataiku/dataiku-headless/blob/9d7f6cc29a9406f347708c8811b5689ab257c6c8/dataiku_mcp/tools/llms_and_knowledge_banks.py
Headless MCP tool,get_managed_folder_contents,Get Managed Folder Contents — Inspect file dependencies; publish bounded diagnostic artifacts,Agent capability,No dedicated current ADTK agent tool; inspect file dependencies; publish bounded diagnostic artifacts,New capability,Add selectively,"ADTK host/identity adapter, schemas, output limits, lifecycle and policy controls",Already upstream,No Cobuild inference guaranteed by this tool,P1,Medium,Source inspected; not exercised live,DSS permissions and object-level output parity must be checked,Prove useful task outcome under intended customer identity; verify usage separately for Cobuild,https://github.com/dataiku/dataiku-headless/blob/9d7f6cc29a9406f347708c8811b5689ab257c6c8/dataiku_mcp/tools/managed_folders.py
Headless MCP tool,get_managed_folder_info,Get Managed Folder Info — Inspect file dependencies; publish bounded diagnostic artifacts,Agent capability,No dedicated current ADTK agent tool; inspect file dependencies; publish bounded diagnostic artifacts,New capability,Add selectively,"ADTK host/identity adapter, schemas, output limits, lifecycle and policy controls",Already upstream,No Cobuild inference guaranteed by this tool,P1,Medium,Source inspected; not exercised live,DSS permissions and object-level output parity must be checked,Prove useful task outcome under intended customer identity; verify usage separately for Cobuild,https://github.com/dataiku/dataiku-headless/blob/9d7f6cc29a9406f347708c8811b5689ab257c6c8/dataiku_mcp/tools/managed_folders.py
